symptoms,severity,max_weight,num_symptoms
"common cold, mild cough, mild nausea",GREEN,2,3
stroke symptoms,RED,7,1
"not breathing, difficulty breathing, unconscious, blood in urine",RED,7,4
"mild fatigue, skin rash with fever, migraine, paper cut, dry skin",YELLOW,4,5
"watery eyes, dry skin",GREEN,1,2
"facial drooping, dizziness, stuffy nose, eye injury, numbness in fingers",ORANGE,6,5
"occasional heartburn, stuffy nose",GREEN,2,2
"urinary burning, skin rash with fever, chest tightness",YELLOW,4,3
"severe trauma, electrocution",RED,7,2
"mild nausea, multi organ failure signs, severe back pain radiating, drowning, jaundice, chest pain",RED,7,6
"mild acne, occasional heartburn, mild sunburn",GREEN,2,3
"ankle swelling, eye injury, severe asthma attack, mild anxiety, blood in urine",ORANGE,6,5
"chest pain, wheezing",RED,7,2
"mild cough, mild fatigue, common cold",GREEN,2,3
"vomiting, chronic indigestion, chest tightness",YELLOW,4,3
"sprained ankle, severe burn, severe chest tightness, diabetic emergency",ORANGE,6,4
"multi organ failure signs, seizure single, mild constipation, seizure continuous",RED,7,4
"dandruff, high fever, toothache severe, mild acne",YELLOW,4,4
"mild allergies, nausea and vomiting, dizziness, chapped lips, muscle soreness after exercise",YELLOW,4,5
"joint pain, minor mouth ulcer, mild allergies, high fever with chills",ORANGE,5,4
chest pain,RED,7,1
"muscle cramps, wheezing, dehydration",YELLOW,4,3
"stuffy nose, mild nausea",GREEN,2,2
"mild nausea, stuffy nose, minor bruise",GREEN,2,3
"unconscious, insomnia, common cold, chapped lips, multi organ failure signs",RED,7,5
"blue lips, anaphylaxis",RED,7,2
"choking, urinary burning",RED,7,2
"diarrhea, jaundice, mild headache, dandruff, mild stomach discomfort",YELLOW,4,5
mild cough,GREEN,1,1
"sneezing, runny nose, mild stomach discomfort",GREEN,2,3
"chemical exposure, severe allergic reaction",ORANGE,6,2
"chest pain, gunshot wound",RED,7,2
"severe asthma attack, severe allergic reaction, skin infection, severe pain, persistent headache, persistent fatigue",ORANGE,6,6
"loss of consciousness prolonged, gunshot wound",RED,7,2
mild bloating,GREEN,2,1
"muscle soreness after exercise, joint pain, vomiting, chest tightness",YELLOW,4,4
mild nausea,GREEN,2,1
"dry skin, mild allergies",GREEN,2,2
"mild headache, mild fatigue, insomnia",GREEN,2,3
"persistent cough, mild stomach discomfort",YELLOW,3,2
"severe pain, blue lips, severe back pain radiating, tension pneumothorax",RED,7,4
tension pneumothorax,RED,7,1
"seizure single, poisoning suspected",ORANGE,6,2
"severe chest tightness, chapped lips, poisoning suspected, severe asthma attack",ORANGE,6,4
"electrocution, severe trauma",RED,7,2
"stuffy nose, weight loss unintentional, severe headache, severe bleeding uncontrolled",RED,7,4
"back pain, skin rash with fever, jaundice",YELLOW,4,3
"ear pain, gunshot wound, severe bleeding uncontrolled, severe head trauma",RED,7,4
"severe pain, confusion",ORANGE,5,2
unconscious,RED,7,1
"animal bite deep, dry skin, nausea and vomiting, shortness of breath, skin infection",ORANGE,6,5
sore throat with fever,YELLOW,4,1
"insomnia, persistent headache, sprained ankle, mild acne",YELLOW,3,4
"severe pain, severe back pain radiating, mild acne",ORANGE,5,3
"seizure continuous, painful urination",RED,7,2
"painful urination, abdominal pain",YELLOW,4,2
"blood in urine, dehydration, numbness one side, head injury, skin infection",ORANGE,6,5
poisoning suspected,ORANGE,6,1
"difficulty speaking suddenly, jaundice, paper cut, poisoning suspected",ORANGE,6,4
drowning,RED,7,1
"hiccups, mild fatigue, numbness in fingers",YELLOW,3,3
"occasional heartburn, mild body ache",GREEN,2,2
"dizziness, blood in urine, minor rash",YELLOW,4,3
toothache severe,YELLOW,3,1
"slight sore throat, seizure continuous",RED,7,2
"joint pain, gunshot wound, muscle cramps, severe trauma",RED,7,4
"mild itching, dry skin",GREEN,1,2
"blue lips, chest pain, gunshot wound",RED,7,3
"sore throat with fever, chemical exposure, difficulty speaking suddenly",ORANGE,6,3
"mild cough, stuffy nose, persistent fatigue, fever, minor rash",YELLOW,4,5
"tension pneumothorax, seizure continuous",RED,7,2
"blood in stool, severe asthma attack, blurred vision, numbness one side",ORANGE,6,4
"paper cut, confusion",ORANGE,5,2
"mild cough, insomnia, mild headache",GREEN,2,3
"paper cut, joint pain, minor bruise, minor mouth ulcer",YELLOW,3,4
"hiccups, swollen lymph nodes, gunshot wound, anaphylaxis, no pulse detected",RED,7,5
"mild stomach discomfort, massive hemorrhage, septic shock symptoms, multi organ failure signs",RED,7,4
"animal bite deep, jaundice, insomnia, severe pain",ORANGE,5,4
"blood in urine, fever, severe dehydration",ORANGE,5,3
"chemical exposure, insomnia, eye injury",ORANGE,6,3
"sprained ankle, slight sore throat, mild constipation, persistent fatigue, swollen lymph nodes",YELLOW,3,5
"jaundice, mild acne, mild bloating",YELLOW,4,3
"toothache severe, blurred vision, frequent urination, insomnia, watery eyes",YELLOW,4,5
"massive hemorrhage, blue lips, nausea and vomiting",RED,7,3
"mild itching, multi organ failure signs, minor rash, gunshot wound",RED,7,4
"blue lips, choking",RED,7,2
"dry skin, chapped lips",GREEN,1,2
"minor rash, mild anxiety",GREEN,2,2
"abdominal pain, mild acne, mild allergies, common cold, minor fracture pain",YELLOW,4,5
"severe head trauma, frequent urination, mild itching, stroke symptoms, seizure single, not breathing",RED,7,6
"loss of consciousness prolonged, gunshot wound",RED,7,2
mild nausea,GREEN,2,1
"back pain, dry skin, ankle swelling, chapped lips, high fever",YELLOW,4,5
"painful urination, numbness in fingers",YELLOW,3,2
"mild bloating, nausea and vomiting",YELLOW,4,2
"minor rash, mild sunburn",GREEN,2,2
"nausea and vomiting, severe head trauma, heart attack symptoms, mild fatigue",RED,7,4
"abdominal pain, jaundice, runny nose",YELLOW,4,3
"blue lips, chest pain, choking",RED,7,3
"sprained ankle, minor rash, back pain, ankle swelling",YELLOW,3,4
"paper cut, skin infection, skin rash with fever",YELLOW,4,3
"diabetic emergency, dandruff, hiccups",ORANGE,6,3
"jaundice, chest tightness, sneezing, nausea and vomiting, mild cough",YELLOW,4,5
"mild allergies, insomnia, mild bloating",GREEN,2,3
"confusion, poisoning suspected, tension pneumothorax, eye injury",RED,7,4
"mild nausea, mild bloating",GREEN,2,2
"chapped lips, mild cough, sneezing",GREEN,1,3
"unconscious, severe pain, seizure continuous, blue lips, persistent headache, mild itching",RED,7,6
"occasional heartburn, mild anxiety, slight sore throat",GREEN,2,3
"chapped lips, mild itching",GREEN,1,2
open wound deep,ORANGE,5,1
mild sunburn,GREEN,2,1
"seizure continuous, severe head trauma, gunshot wound, joint pain, open wound deep, dry skin",RED,7,6
"sneezing, minor bruise",GREEN,1,2
chemical exposure,ORANGE,6,1
"anaphylaxis, stroke symptoms, gunshot wound",RED,7,3
"watery eyes, mild cough, skin rash with fever, migraine, urinary burning",YELLOW,4,5
"sneezing, dizziness, swollen lymph nodes, minor rash",YELLOW,4,4
"vomiting, difficulty breathing, severe asthma attack, mild acne",ORANGE,6,4
"severe trauma, anaphylaxis",RED,7,2
"dandruff, weight loss unintentional, mild body ache",YELLOW,4,3
"mild stomach discomfort, skin infection, persistent fatigue, septic shock symptoms, drowning",RED,7,5
"mild itching, skin infection, ankle swelling, urinary burning, mild allergies",YELLOW,4,5
"muscle cramps, sneezing",YELLOW,3,2
difficulty breathing,ORANGE,6,1
"mild acne, mild cough",GREEN,1,2
"mild anxiety, nausea and vomiting, paper cut, blood in urine, minor mouth ulcer",YELLOW,4,5
"head injury, drug overdose suspected, vomiting blood, slight sore throat, blurred vision, insomnia",ORANGE,6,6
"minor mouth ulcer, anaphylaxis",RED,7,2
"dizziness, sprained ankle, dehydration",YELLOW,4,3
watery eyes,GREEN,1,1
"cardiac arrest, severe head trauma",RED,7,2
"vomiting, minor fracture pain, back pain",YELLOW,4,3
"sneezing, mild constipation, mild stomach discomfort",GREEN,2,3
"sneezing, occasional heartburn",GREEN,2,2
severe dehydration,ORANGE,5,1
"sore throat with fever, chronic indigestion, occasional heartburn, drug overdose suspected",ORANGE,6,4
"head injury, severe headache, vomiting, chronic indigestion, severe pain",ORANGE,6,5
"massive hemorrhage, blue lips",RED,7,2
"diarrhea, severe burn, severe dehydration, sprained ankle, mild acne, sudden weakness",ORANGE,6,6
"mild constipation, mild nausea, urinary burning, runny nose",YELLOW,4,4
"sneezing, massive hemorrhage, coughing blood",RED,7,3
"occasional heartburn, head injury, severe burn, mild allergies, joint pain, severe abdominal pain",ORANGE,6,6
"minor bruise, hiccups",GREEN,1,2
"mild stomach discomfort, mild nausea",GREEN,2,2
"common cold, chest tightness, mild itching",YELLOW,4,3
toothache severe,YELLOW,3,1
"stab wound, coughing blood, drowning, dandruff, cardiac arrest",RED,7,5
mild anxiety,GREEN,2,1
"insomnia, mild headache",GREEN,2,2
"dry skin, mild nausea, muscle soreness after exercise, persistent fatigue",YELLOW,3,4
"severe nosebleed, ear pain, drowning",RED,7,3
"chapped lips, mild headache",GREEN,1,2
"choking, mild fatigue, anaphylaxis",RED,7,3
"muscle soreness after exercise, difficulty breathing, runny nose, loss of consciousness prolonged, gunshot wound",RED,7,5
"skin rash with fever, diarrhea, watery eyes, mild fatigue, mild cough",YELLOW,4,5
"numbness one side, sudden weakness, muscle soreness after exercise, stab wound, septic shock symptoms, heart attack symptoms",RED,7,6
"blood in stool, difficulty speaking suddenly, back pain, difficulty breathing",ORANGE,6,4
"unconscious, multi organ failure signs",RED,7,2
"difficulty breathing, coughing blood, dandruff, confusion",ORANGE,6,4
"mild headache, mild acne",GREEN,1,2
"broken bone visible, numbness one side",ORANGE,6,2
"toothache severe, broken bone visible, severe headache",ORANGE,6,3
stroke symptoms,RED,7,1
persistent fatigue,YELLOW,3,1
"ear pain, mild body ache",YELLOW,3,2
"severe headache, diabetic emergency",ORANGE,6,2
"spinal injury suspected, gunshot wound",RED,7,2
"confusion, slight sore throat, vomiting blood, severe chest tightness",ORANGE,6,4
"severe abdominal pain, head injury",ORANGE,6,2
occasional heartburn,GREEN,2,1
"open wound deep, migraine, severe dehydration, seizure single",ORANGE,5,4
stroke symptoms,RED,7,1
mild stomach discomfort,GREEN,2,1
"mild body ache, chapped lips, minor bruise",GREEN,2,3
"dandruff, runny nose, minor rash",GREEN,2,3
paper cut,GREEN,1,1
"chapped lips, mild cough",GREEN,1,2
"minor bruise, insomnia, hiccups",GREEN,2,3
mild body ache,GREEN,2,1
"eye pain, anaphylaxis, poisoning suspected",RED,7,3
common cold,GREEN,1,1
"mild bloating, mild cough, mild allergies",GREEN,2,3
"blue lips, severe burn, drowning, mild itching, mild body ache",RED,7,5
"severe trauma, septic shock symptoms",RED,7,2
"chapped lips, mild acne",GREEN,1,2
"seizure single, chronic indigestion, urinary burning, chest tightness",ORANGE,5,4
"jaundice, stuffy nose, night sweats, urinary burning",YELLOW,4,4
"common cold, swollen lymph nodes, mild nausea, broken bone visible, severe allergic reaction",ORANGE,6,5
"mild constipation, sprained ankle, hiccups, high fever",YELLOW,4,4
"numbness one side, diabetic emergency, chapped lips",ORANGE,6,3
"sprained ankle, ankle swelling, mild body ache, runny nose, chapped lips",YELLOW,3,5
"minor mouth ulcer, chronic indigestion, severe infection signs, abdominal pain",ORANGE,5,4
"mild fatigue, dandruff",GREEN,2,2
anaphylaxis,RED,7,1
"severe nosebleed, joint pain, blue lips, anaphylaxis, persistent cough",RED,7,5
"skin rash with fever, minor mouth ulcer, mild allergies",YELLOW,4,3
"minor fracture pain, toothache severe, ear pain",YELLOW,4,3
"persistent fatigue, watery eyes, weight loss unintentional, mild sunburn, diarrhea",YELLOW,4,5
"mild allergies, mild stomach discomfort",GREEN,2,2
blue lips,RED,7,1
"swollen lymph nodes, insomnia, mild nausea, severe nosebleed, blood in stool",ORANGE,5,5
"no pulse detected, massive hemorrhage, severe chest tightness, ear pain, mild allergies, cardiac arrest",RED,7,6
"minor bruise, sprained ankle",YELLOW,3,2
"common cold, mild cough, mild anxiety",GREEN,2,3
"severe back pain radiating, mild constipation, severe head trauma, persistent headache, drowning",RED,7,5
"gunshot wound, cardiac arrest, heart attack symptoms",RED,7,3
"multi organ failure signs, severe head trauma, chest pain",RED,7,3
"minor mouth ulcer, mild allergies",GREEN,2,2
"mild nausea, dandruff",GREEN,2,2
mild anxiety,GREEN,2,1
"runny nose, occasional heartburn, mild nausea",GREEN,2,3
"anaphylaxis, septic shock symptoms, unconscious",RED,7,3
"runny nose, paper cut",GREEN,1,2
"ear pain, night sweats",YELLOW,4,2
"blurred vision, insomnia, eye injury, cardiac arrest, tension pneumothorax",RED,7,5
"mild cough, stuffy nose, minor bruise",GREEN,1,3
"severe nosebleed, septic shock symptoms, blood in urine, no pulse detected, blue lips",RED,7,5
"mild acne, stab wound, heart attack symptoms, chest pain",RED,7,4
"septic shock symptoms, not breathing",RED,7,2
"severe head trauma, multi organ failure signs",RED,7,2
"sneezing, chest tightness, mild anxiety, occasional heartburn",YELLOW,4,4
"insomnia, diarrhea",YELLOW,3,2
"mild sunburn, chest tightness, severe dehydration",ORANGE,5,3
"open wound deep, coughing blood",ORANGE,6,2
"unconscious, persistent fatigue, gunshot wound, severe head trauma, severe allergic reaction",RED,7,5
"minor bruise, muscle soreness after exercise",GREEN,2,2
sudden weakness,ORANGE,5,1
"sneezing, dehydration, chapped lips, joint pain",YELLOW,4,4
drug overdose suspected,ORANGE,6,1
"mild fatigue, choking",RED,7,2
"blood in urine, skin infection, sneezing, occasional heartburn",YELLOW,4,4
"mild sunburn, night sweats, severe trauma, chest pain, diarrhea, choking",RED,7,6
"facial drooping, severe bleeding uncontrolled, gunshot wound, anaphylaxis",RED,7,4
"occasional heartburn, hiccups, runny nose",GREEN,2,3
"drug overdose suspected, electrocution, toothache severe, severe trauma, severe head trauma, occasional heartburn",RED,7,6
"abdominal pain, tension pneumothorax, severe head trauma",RED,7,3
"shortness of breath, minor fracture pain, minor mouth ulcer, muscle cramps, severe dehydration, seizure single",ORANGE,6,6
"unconscious, fever, mild allergies, severe trauma",RED,7,4
mild cough,GREEN,1,1
"mild allergies, slight sore throat",GREEN,2,2
"persistent cough, ankle swelling, severe chest tightness, insomnia",ORANGE,6,4
"eye pain, skin rash with fever, paper cut, chest tightness",YELLOW,4,4
difficulty breathing,ORANGE,6,1
stuffy nose,GREEN,1,1
"dandruff, diabetic emergency, chapped lips",ORANGE,6,3
"insomnia, watery eyes, runny nose",GREEN,2,3
"choking, mild cough, high fever with chills",RED,7,3
"sneezing, mild stomach discomfort, watery eyes",GREEN,2,3
"difficulty breathing, severe dehydration",ORANGE,6,2
"difficulty breathing, severe allergic reaction, severe back pain radiating, high fever",ORANGE,6,4
"minor mouth ulcer, muscle soreness after exercise, insomnia",GREEN,2,3
minor mouth ulcer,GREEN,2,1
"severe allergic reaction, persistent headache, head injury",ORANGE,6,3
"electrocution, massive hemorrhage",RED,7,2
"dandruff, mild constipation, stuffy nose",GREEN,2,3
"mild body ache, stab wound, runny nose, urinary burning",RED,7,4
"dehydration, dry skin, fever",YELLOW,4,3
"toothache severe, slight sore throat, mild itching",YELLOW,3,3
"severe chest tightness, vomiting blood",ORANGE,6,2
"muscle soreness after exercise, mild acne",GREEN,2,2
occasional heartburn,GREEN,2,1
"sore throat with fever, facial drooping, minor rash, paper cut",ORANGE,6,4
animal bite deep,ORANGE,5,1
"drug overdose suspected, severe dehydration, frequent urination, severe pain, mild sunburn",ORANGE,6,5
severe chest tightness,ORANGE,6,1
"seizure single, broken bone visible, chest tightness",ORANGE,6,3
"dry skin, persistent cough, mild headache, weight loss unintentional, chapped lips, toothache severe",YELLOW,4,6
common cold,GREEN,1,1
mild allergies,GREEN,2,1
"minor rash, seizure continuous, gunshot wound",RED,7,3
"chemical exposure, heart attack symptoms, sneezing, minor rash",RED,7,4
"numbness one side, poisoning suspected",ORANGE,6,2
"eye injury, severe asthma attack, joint pain",ORANGE,6,3
"heart attack symptoms, multi organ failure signs",RED,7,2
